url,dataset_source,having_ip_address,url_length,url_length_score,shortening_service,having_at_symbol,double_slash_redirecting,prefix_suffix,having_sub_domain,ssl_state,domain_registration_length,favicon,port,https_token,request_url_ratio,url_of_anchor_ratio,links_in_tags_ratio,sfh_external,submitting_to_email,abnormal_url,redirect_count,on_mouseover,right_click_disabled,popup_window,iframe_hidden,age_of_domain,dns_record,web_traffic,page_rank,google_index,links_pointing_to_page,statistical_report,dom_node_count,dom_max_depth,graph_avg_degree,label
http://thesatireband.com/,duygujones/website-phishing-detection-ml-project,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0626060195903455,0.22357987882374536,0.1965730550614107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9546619663767244,0.6041570810176834,1.0,35.0,0.0,414.0,18.0,3.1581514083451503,0
http://www.ddj.com/cpp/212201163,waawerufidelis/website-phishing,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1053648785099598,0.06641811098607614,0.10515986068120543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8429242435242876,0.9471173897917647,1.0,70.0,0.0,474.0,13.0,3.387498325963058,0
http://lightbox.time.com/2011/06/16/the-2011-stanley-cup-finals-a-view-from-sports-illustrated/,sindhi586/phishing-domain-detection-project,0.0,95.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.29011089204875656,0.20175079879028954,0.21820260763436033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9309346165903896,0.8154688150971584,1.0,43.0,0.0,183.0,12.0,3.5026018559948735,0
http://virtualprimetime.com/naked/lisa-gay-hamilton.htm,waawerufidelis/website-phishing,0.0,55.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1741697226552152,0.1693684549275953,0.10705273929409988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9696619230792989,0.6801114494919978,1.0,21.0,0.0,398.0,13.0,3.7547291276516104,0
http://chacha.com/question/did-the-new-jersey-devils-make-it-to-the-playoffs-last-year-in-the-2008%26%2345%3B09-season,sindhi586/phishing-domain-detection-project,0.0,118.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2537009322653732,0.20131748977157302,0.2711974885412323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.948894588748778,0.9422362367051091,1.0,68.0,0.0,412.0,11.0,3.1512969648423823,0
http://blackactors.net/2011/07/amazing-suits-episode-starring-gina-torres-russell-hornsby-and-sharon-leal-full-episode/,duygujones/website-phishing-detection-ml-project,0.0,119.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.18538853514658904,0.17168204140773075,0.27338878527700033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8364836952435096,0.6175503903521994,1.0,84.0,0.0,462.0,19.0,2.884810211807162,0
http://paypal-info.de/login/83856/index.php,sindhi586/phishing-domain-detection-project,0.0,43.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785878777019034,0.9189591313654903,0.4153097528144787,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.21640669858587153,0.11144888376838213,0.0,2.0,1.0,67.0,4.0,1.890317130828438,1
http://shelteroffshore.com/index.php/a/b/offshore-saving/,kragg033/phishing-detection,0.0,57.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1222458930504821,0.11099588925256462,0.07198171934259891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7792650775375988,0.8278604511609228,1.0,80.0,0.0,155.0,9.0,2.9994719658213063,0
http://nndb.com/people/058/000166557/,sindhi586/phishing-domain-detection-project,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.22333751957121722,0.05480223982943777,0.12663724896088013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.887144828799546,0.6247145132150965,1.0,89.0,0.0,508.0,17.0,2.93717323604882,0
http://undugdaid.ru/gate.php,duygujones/website-phishing-detection-ml-project,0.0,28.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.923857514267189,0.8810340342822818,0.44330988042734704,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.18487219479918368,0.09657570682316872,0.0,2.0,1.0,102.0,6.0,1.4267983994796645,1
http://virtualadmissions.com/trv4vv,waawerufidelis/website-phishing,0.0,35.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5418169850979098,0.9040935032816295,0.5197124853651516,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22601068709331823,0.03814350837596536,0.0,2.0,1.0,31.0,5.0,1.7536040473560157,1
http://panjiva.com/Discount-Tire-Direct-Wdoh-01/1965737,waawerufidelis/website-phishing,0.0,55.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.23741546777906847,0.23893796726085192,0.2158691478491731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8360672766108638,0.620762428347789,1.0,85.0,0.0,475.0,10.0,3.959937845698764,0
http://dipity.com/timetube/YouTube_Iron_Maiden_The_Trooper/,waawerufidelis/website-phishing,0.0,59.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.28521452489377164,0.2488214616186944,0.05288293753685443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7960362914511973,0.6770588315638335,1.0,96.0,0.0,208.0,14.0,4.457380981015882,0
http://p27dokhpz2n7nvgr.1d8m97.top/,sindhi586/phishing-domain-detection-project,0.0,35.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8517202940211643,0.8949732023658776,0.6523482922737251,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12627726756560229,0.026306247090955373,0.0,0.0,1.0,108.0,5.0,1.5141775018194195,1
http://ysoft.in/kavita/,waawerufidelis/website-phishing,0.0,23.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589060250822852,0.8096062794991623,0.6925834112265095,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12585093266233924,0.07104348313017943,0.0,2.0,1.0,105.0,4.0,1.252283006529729,1
http://pokdfopk.cmail20.com/t/ViewEmail/i/F6A095ABE4817242/2508BDBC6DCF651B0F8C96E86323F7F9,kragg033/phishing-detection,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6782892134901204,0.692373048433104,0.7903584977057099,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.05622398162624868,0.088760200744197,1.0,2.0,1.0,64.0,5.0,2.0761829945966683,1
http://hepsibirbilisim.com/referans/hbb/cp.php?m=login,duygujones/website-phishing-detection-ml-project,0.0,54.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802368841380456,0.7810024938386236,0.7348772256091239,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09785107623847605,0.09371139891822694,0.0,2.0,1.0,64.0,3.0,1.317317817038939,1
http://hockey-reference.com/players/d/dazeer01.html,waawerufidelis/website-phishing,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.12894015586103658,0.035641838208584076,0.2895031095333058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.99772785269948,0.8774564263916671,1.0,72.0,0.0,211.0,9.0,3.5320363299613633,0
http://mylife.com/bisonwoman,kragg033/phishing-detection,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2313415023166926,0.21745825689829024,0.26683066952584755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.764406352465673,0.7248860373365209,1.0,45.0,0.0,273.0,9.0,3.5992337321308034,0
http://inceilknur96.duckdns.org/,kragg033/phishing-detection,0.0,32.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5801775326214729,0.8799280853113483,0.8014830929699059,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2807738999696186,0.13419907917868729,1.0,0.0,1.0,117.0,4.0,1.883998167984266,1
http://texascougar.com/index/LFAENRO/es/verification.php,duygujones/website-phishing-detection-ml-project,0.0,56.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8335042921805265,0.8182997830083665,0.8209143883791361,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09485897468894838,0.11766133515901134,0.0,2.0,1.0,38.0,6.0,1.6164118071026459,1
http://www.bbqhapyek.com/web/www.Paypal.com,sindhi586/phishing-domain-detection-project,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441749224365553,0.7322176519981318,0.8631576783127672,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28673548624258666,0.11750473874047572,0.0,2.0,1.0,36.0,6.0,1.6853649838086828,1
http://fullnamedirectory.com/page14096.html,duygujones/website-phishing-detection-ml-project,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.07570935374233874,0.04670459156662334,0.18202678149376378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8860342036505876,0.7614963186005946,1.0,75.0,0.0,247.0,17.0,2.9160861723349143,0
http://thefreelibrary.com/Andrew+Introduces+LMDS+CPE+High+Performance+Subscriber+Antennas+for...-a075663640,sindhi586/phishing-domain-detection-project,0.0,107.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13364900368498034,0.03852244174222801,0.1306230949188456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.970198844412351,0.7850412109639431,1.0,84.0,0.0,252.0,13.0,2.880393824666844,0
http://www.jmscoutinho.com/wp-includes/js/tinymce/utils/mctabs.php,duygujones/website-phishing-detection-ml-project,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5347944794699543,0.6396138470996876,0.8202198159902114,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.17738263072347876,0.07980054077402605,0.0,0.0,1.0,98.0,6.0,1.909010899843043,1
http://earthsky.org/space/nasa-satellite-spots-black-hole-devouring-a-star,waawerufidelis/website-phishing,0.0,74.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16251150484051724,0.13468815392549544,0.27005778703660943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7265813575582999,0.9321132564088624,1.0,30.0,0.0,460.0,19.0,3.101148156546408,0
http://resolution.center.aspserver.net/cgi-bin/,waawerufidelis/website-phishing,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.8985684068264563,0.880258044286139,0.46687083193358714,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.18149394389748288,0.044584181049258056,1.0,0.0,1.0,99.0,3.0,1.531810517904483,1
http://vorb.org.nz/palmy-bmx-track-t92914.html,duygujones/website-phishing-detection-ml-project,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.17762973693247497,0.18533073595752844,0.2785038730091378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8927868264844048,0.8697302897724204,1.0,77.0,0.0,326.0,18.0,3.7905523870186064,0
http://jt-sw.com/football/pro/players.nsf/ID/04940054,duygujones/website-phishing-detection-ml-project,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.19363575301255692,0.22899000572018177,0.058864755881440814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9479504912784765,0.8025884842814026,1.0,30.0,0.0,328.0,19.0,4.287987568187691,0
http://loticks.addr.com/kcnbe1r4hua7fs337986/aW5mb0Btb2VsbGVyLWJ1ZXJvdGVjaG5pay5kZQ==/xDEsdR/cGV0d2lnLmJpeg=Message-ID:,waawerufidelis/website-phishing,0.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5548957965649439,0.6274433773243032,0.5517176161855348,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04068466268075668,0.15111770442771488,0.0,2.0,1.0,43.0,5.0,1.4319632455075808,1
http://wadi.gov.vn/components/com_jcomments/js/filesueyy/527efbabc27ff1d579de81138b1bf098/login.php,sindhi586/phishing-domain-detection-project,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459384853814937,0.8677057611744099,0.676857517856841,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03687648229204531,0.07196771955193504,1.0,1.0,1.0,117.0,6.0,1.6771920790044383,1
http://metrolyrics.com/king-only-lyrics-the-twilight-singers.html,waawerufidelis/website-phishing,0.0,65.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2920501106564545,0.08566020391808071,0.06867611234355771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8693358940111291,0.8995153941987599,1.0,50.0,0.0,541.0,16.0,3.3585269273332594,0
http://everydaycareer.com/wp-content/uploads/index_files/gr/us-mg5.mail.yahoo.com/pass.php?neo.launch?.rand=1qhua0f7o2jut&amp;email=abuse@yahoo.con.cn&amp;src=ym.intl=us&amp;.lang=en-US&amp;.done=rand=13InboxLight.aspx?n=1774256418,sindhi586/phishing-domain-detection-project,0.0,231.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8341400305137352,0.7523846941492345,0.8888554938186164,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.24148781406989014,0.1254342536292629,0.0,2.0,1.0,93.0,6.0,1.7143460575355731,1
http://birthday-cards.50webs.com/02bjJBHDs,waawerufidelis/website-phishing,0.0,42.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7531693825270117,0.7681550743735318,0.5797825330023452,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.18218147619084268,0.11189144139551573,0.0,1.0,1.0,87.0,6.0,1.8509193700647673,1
http://176.56.236.180/,sindhi586/phishing-domain-detection-project,1.0,22.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.6374294017174148,0.6297856164735289,0.5527689616402149,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28986877227917146,0.09910837641425692,0.0,0.0,1.0,45.0,6.0,1.3166789860500563,1
http://guiadelacerveza.cl/file1234/home/liamg3.php,waawerufidelis/website-phishing,0.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8807870015101704,0.9108095104544374,0.5106652267639884,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1176982655846721,0.17143211716783727,1.0,1.0,1.0,36.0,3.0,1.4696900392023418,1
http://swopememorialgolfcourse.com/golf-course/course-information,sindhi586/phishing-domain-detection-project,0.0,65.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.17198828610980915,0.1522651658265209,0.06572177395236155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8300618204271761,0.6799658181694155,1.0,15.0,0.0,465.0,17.0,3.6239682319816326,0
http://nyhxevjuevr.click/upload/_dispatch.php,waawerufidelis/website-phishing,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7949864965871856,0.9741856016365422,0.8066517259928432,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08533178019392973,0.1838205402556198,0.0,0.0,1.0,86.0,4.0,2.09385369221362,1
http://mxp28.com,waawerufidelis/website-phishing,0.0,16.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6649514533726906,0.929080581498344,0.5617055662136832,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2962929956976188,0.10615282230228754,0.0,2.0,1.0,66.0,6.0,1.5660480061497626,1
http://m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,duygujones/website-phishing-detection-ml-project,0.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5488996535290126,0.6191820249503113,0.8446325774124738,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047235400093879554,0.037301336557155194,1.0,0.0,1.0,91.0,4.0,1.7318540641364413,1
http://www.babinet.cz/avatars/19889/hires/dir/35cf3b6a87864481c6444eae4e3df805/,sindhi586/phishing-domain-detection-project,0.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5287480927871928,0.7562329098207478,0.4822260690329212,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22856235707974265,0.14621246197828233,0.0,0.0,1.0,116.0,5.0,1.6826412428684554,1
